language;length;size_min_word;size_max_word;size_average_word;number_0;number_1;variance;ecart_type;is_code
['011', '0', '0111', '001011', '011', '1'];6;1;6;3.0;7;11;18.0;4.242640687119285;0
['0', '00', '1010010', '1110101'];4;1;7;4.25;9;8;30.75;5.545268253204709;0
['00110', '0010101', '110', '1100', '0', '0111011', '01'];7;1;7;4.14;14;15;32.86;5.732115042211109;0
['00', '011', '0000010', '00', '110111', '100010', '01100', '001', '1', '00100'];10;1;7;4.0;25;15;38.0;6.164414002968976;0
['10', '0', '100111', '010', '1', '1101', '00011', '00110', '0010101'];9;1;7;3.78;17;17;37.56;6.128258770283412;0
['1', '11011', '0011111', '1111110', '011', '01111', '010011', '0101111'];8;1;7;5.12;11;30;32.88;5.733672470589857;0
['0', '1000', '1001100', '0000001', '0010', '00010'];6;1;7;4.67;21;7;25.33;5.033222956847167;0
['101', '0010010', '011010', '011000', '10', '0', '0111000', '01110'];8;1;7;4.62;21;16;37.88;6.154266812545585;0
['111', '1', '011100', '000011', '1010', '10010', '1'];7;1;6;3.71;12;14;27.43;5.237229365663818;0
['0', '10', '1', '10', '01110'];5;1;5;2.2;5;6;10.8;3.286335345030997;0
['10100', '1110', '1001011', '11', '0101011', '0001', '11001', '0', '1', '110100'];10;1;7;4.2;19;23;45.6;6.752777206453653;0
['00110', '10', '010', '1011110', '01100', '0101', '1', '00', '10', '10101'];10;1;7;3.6;18;18;32.4;5.692099788303083;0
['100011', '1011010', '1111010', '011000', '11000', '0'];6;1;7;5.33;16;16;25.33;5.033222956847166;0
['100', '1000', '001', '00', '1000011', '0010', '0000010'];7;2;7;4.29;22;8;23.43;4.840306956027834;0
['0011100', '0001100', '1', '1', '0000', '11', '1', '0', '111110', '00110'];10;1;7;3.5;18;17;60.5;7.7781745930520225;0
['1111', '11011', '00000', '1110', '1101000', '110111', '100', '1010111', '10'];9;2;7;4.78;17;26;23.56;4.853406592853679;0
['1100', '1', '0111100', '101011', '011', '1100011', '0001100', '100100'];8;1;7;5.12;20;21;34.88;5.905505905508858;0
['00', '0', '10110', '000', '10', '1001', '100'];7;1;5;2.86;13;7;10.86;3.295017884191656;0
['111011', '10', '010100', '0110', '1', '11111', '10', '0', '00', '1'];10;1;6;3.0;12;18;38.0;6.164414002968976;0
['0100', '1', '1110', '110', '01', '11', '011', '011'];8;1;4;2.75;8;14;7.5;2.7386127875258306;0
['11110', '0', '1', '0111000', '101', '111100'];6;1;7;3.83;9;14;32.83;5.730037812557028;0
['10', '10111', '01001', '100010', '1', '0101000', '01'];7;1;7;4.0;15;13;32.0;5.656854249492381;0
['01110', '11010', '0', '001', '1001', '00', '11011', '11001', '0110101', '11'];10;1;7;3.9;17;22;30.9;5.558776843874918;0
['110100', '000', '100001', '00', '01', '10101', '11110', '000100', '00001', '1110'];10;2;6;4.4;26;18;22.4;4.732863826479693;0
['0', '0000000', '111000'];3;1;7;4.67;11;3;20.67;4.546060565661952;0
['000101', '1011011', '100', '00000', '1', '0'];6;1;7;3.83;14;9;32.83;5.730037812557028;0
['010010', '0', '1111101', '1', '10', '001', '111101'];7;1;7;3.71;10;16;39.43;6.279217421667402;0
['0', '010010', '11', '0011', '1110', '1', '000001', '011', '111', '1010011'];10;1;7;3.7;17;20;40.1;6.332456079595025;0
['01011', '111011', '0010', '001', '100000', '010', '00', '001', '001001', '00101'];10;2;6;4.3;26;17;20.1;4.483302354291979;0
['1', '00111', '00', '1111', '11011', '0', '1'];7;1;5;2.71;6;13;21.43;4.6291004988627575;0
['1', '011', '100', '0', '10', '1101', '00', '110'];8;1;4;2.38;9;10;7.88;2.806243040080456;0
['111', '10101', '1010000', '101111', '110110', '101', '1100000', '110010'];8;3;7;5.38;19;24;17.88;4.227883631321941;0
['1011110', '000', '11001', '0101001', '10010', '0100001', '010'];7;3;7;5.29;21;16;19.43;4.4077853201547175;0
['100100', '01', '1', '10', '10', '1011011', '0'];7;1;7;3.0;10;11;36.0;6.0;0
['110', '0', '110', '111111', '1011', '1000010', '01010', '01010', '11', '01'];10;1;7;3.8;16;22;33.6;5.796550698475776;0
['1011', '11010', '010101', '000110', '101110', '0001111', '000', '011', '1'];9;1;7;4.56;19;22;30.22;5.497474167490214;0
['00', '10000', '110001', '001', '001110', '1010111'];6;2;7;4.83;16;13;18.83;4.339738855430513;0
['00100', '1001', '1'];3;1;5;3.33;6;4;8.67;2.9439202887759492;0
['010', '110', '100100', '000000', '01100', '10', '00110', '10110'];8;2;6;4.38;22;13;15.88;3.984344362627307;0
['111', '100010', '11110', '1000', '110100', '0', '1001', '100', '11101', '100110'];10;1;6;4.3;20;23;24.1;4.909175083453431;0
['0', '101', '10', '1110001', '000', '1000011', '111', '1101000'];8;1;7;4.12;17;16;42.88;6.547900426854397;0
['1', '11111', '0010011', '000'];4;1;7;4.0;7;9;20.0;4.47213595499958;0
['11', '1011', '0', '01111', '011', '01', '0', '1010010', '11100', '1010110'];10;1;7;3.7;15;22;46.1;6.789698078707183;0
['010', '1', '1100', '0001', '01', '00', '0', '11', '001'];9;1;4;2.44;13;9;10.22;3.197221015541813;0
['1', '1', '0100110', '00000', '01010', '111', '010111', '0110', '110011'];9;1;7;4.22;18;20;37.56;6.128258770283411;0
['00', '1', '10', '00111', '101101', '0010', '101'];7;1;6;3.29;11;12;19.43;4.407785320154718;0
['0', '1', '0110', '0', '10010', '010100', '1', '0001', '01000', '0100000'];10;1;7;3.5;24;11;48.5;6.96419413859206;0
['01', '011', '0', '01110', '001', '00111', '010'];7;1;5;3.14;11;11;12.86;3.585685828003181;0
['10', '10', '11', '1110', '11111'];5;2;5;3.0;3;12;8.0;2.8284271247461903;0
['1000000', '01011', '10', '100010', '01', '01010', '1101111', '11'];8;2;7;4.5;18;18;34.0;5.830951894845301;0
['11101', '0', '1', '001001', '011111', '011', '0010', '001110', '0'];9;1;6;3.67;15;18;40.0;6.324555320336759;0
['01111', '10111', '0', '110', '10011', '0110'];6;1;5;3.83;8;15;12.83;3.582364210034113;0
['1111010', '011000', '01', '111100', '01001', '1001', '1111100', '000000', '010', '011'];10;2;7;4.9;25;24;28.9;5.375872022286245;0
['0000000', '010100', '11', '1'];4;1;7;4.0;11;5;26.0;5.0990195135927845;0
['00010', '101100', '0', '0011', '00000', '010100', '111010', '110001', '1101', '1111010'];10;1;7;5.0;27;23;26.0;5.0990195135927845;0
['0', '1100', '110111', '1', '110', '11', '0111011'];7;1;7;3.43;7;17;33.71;5.80640040940045;0
['1101', '10100', '1', '111', '1000011', '11', '1011100', '0010001', '01'];9;1;7;4.22;17;21;45.56;6.749485577105529;0
['1011', '110011', '1', '0100', '111', '000', '000'];7;1;6;3.43;12;12;13.71;3.7032803990902057;0
['1101100', '1', '0010101', '1111', '0001100', '010', '10111'];7;1;7;4.86;15;19;32.86;5.732115042211109;0
['101', '111', '0010', '100010', '00', '001', '111'];7;2;6;3.43;12;12;9.71;3.116774889895918;0
['000', '00000', '000', '010', '00010', '00', '111111'];7;2;6;3.86;19;8;12.86;3.585685828003181;0
['01000', '11', '011', '011000', '10010', '010', '0011', '00000'];8;2;6;4.12;21;12;12.88;3.588175023601831;0
['1', '0000', '1100100', '001', '1', '0101', '000000', '0', '001111'];9;1;7;3.67;21;12;44.0;6.6332495807108;0
['0111', '0001110', '1111', '1', '11110', '01111', '1111', '1', '1111000'];9;1;7;4.22;10;28;37.56;6.128258770283412;0
['0101', '01011', '0000110', '10', '001011', '1', '0010101', '110110', '01'];9;1;7;4.44;20;20;42.22;6.497862896539309;0
['001010', '0', '00', '101001', '10', '11', '0011', '0001', '10011', '01'];10;1;6;3.4;19;15;30.4;5.513619500836088;0
['0', '010110', '10', '1', '11'];5;1;6;2.4;5;7;17.2;4.147288270665544;0
['10', '10111', '00101', '0', '01', '00101', '01011', '10', '110', '0000'];10;1;5;3.4;18;16;22.4;4.732863826479693;0
['010011', '00', '00', '000', '0100110', '10', '001111'];7;2;7;4.0;17;11;30.0;5.477225575051661;0
['00100', '11', '01110', '00', '011110', '001', '1', '0010', '111100'];9;1;6;3.78;17;17;27.56;5.2493385826745405;0
['010001', '1110', '101110', '11', '00100', '11100'];6;2;6;4.67;13;15;11.33;3.3665016461206925;0
['0111', '0111001', '0', '000000', '0011', '11101', '10', '0010111'];8;1;7;4.5;18;18;34.0;5.830951894845301;0
['111', '0110', '10', '011010', '1101', '011110', '010'];7;2;6;4.0;11;17;14.0;3.7416573867739413;0
['101', '110', '001101', '100010', '111', '1', '1000110', '01', '0001101'];9;1;7;4.22;18;20;41.56;6.446359868604572;0
['001010', '00110', '1', '010101', '00', '100', '01', '0000111'];8;1;7;4.0;19;13;36.0;6.0;0
['000', '000', '1100001', '0101', '01000', '101', '0011', '001', '1', '0010'];10;1;7;3.7;24;13;22.1;4.701063709417263;0
['11010', '11', '10', '110110', '001', '001010', '101', '01'];8;2;6;3.62;13;16;21.88;4.677071733467427;0
['00100', '100001', '00', '0001101', '0', '1010001', '1', '011', '0', '00'];10;1;7;3.5;23;12;56.5;7.516648189186454;0
['1000001', '0', '0001100', '1111', '11', '1', '10100', '010010', '010101', '110'];10;1;7;4.2;22;20;49.6;7.042726744663605;0
['0', '100', '10', '1011', '1101101', '0001', '1001100', '100', '0111111'];9;1;7;4.22;17;21;41.56;6.446359868604572;0
['10111', '01', '1101', '1111', '11', '0000', '000', '110101', '000110', '1'];10;1;6;3.7;16;21;26.1;5.10881590977792;0
['00110', '0011', '10', '0000100', '110001', '100', '100100', '111001'];8;2;7;4.88;23;16;20.88;4.568916720624267;0
['101001', '0111001', '0111110', '11', '1000', '0011010', '110', '00011', '111110', '0'];10;1;7;4.8;21;27;43.6;6.603029607687671;0
['1110', '0011', '10001', '0000', '0000', '01110', '0001', '10011', '001'];9;3;5;4.22;23;15;3.56;1.8856180831641267;0
['1110', '0001', '0', '11', '000000'];5;1;6;3.4;11;6;15.2;3.8987177379235853;0
['01', '0010', '1010', '0111', '011101', '1101100', '0010', '000111'];8;2;7;4.62;18;19;17.88;4.227883631321941;0
['1011000', '00101', '0', '11011', '101000', '0000', '001001', '01001'];8;1;7;4.88;24;15;22.88;4.782781617427248;0
['11', '10', '000', '0001', '001101', '0110', '100111', '10', '101000'];9;2;6;3.89;19;16;24.89;4.988876515698588;0
['0100', '010', '1100', '00000', '01011', '1010101', '0001', '00001', '00110', '11'];10;2;7;4.4;27;17;16.4;4.049691346263317;0
['00', '11000', '1100000', '00001'];4;2;7;4.75;14;5;12.75;3.570714214271425;0
['001', '1011111', '101', '110', '000', '00100', '01'];7;2;7;3.71;13;13;17.43;4.174754056057845;0
['100', '0', '000001', '1', '0100', '101', '1'];7;1;6;2.71;12;7;21.43;4.6291004988627575;0
['00', '111', '011', '0', '0'];5;1;3;2.0;5;5;4.0;2.0;0
['111110', '0000010', '100111', '01', '0', '01011', '000010'];7;1;7;4.71;18;15;31.43;5.606119105813881;0
['1010', '11', '0101010', '10', '0101'];5;2;7;3.8;9;10;16.8;4.09878030638384;0
['010010', '10101', '111', '1111', '0010000', '11', '000010', '101010'];8;2;7;4.88;20;19;20.88;4.568916720624267;0
['10111', '10010', '11', '111100', '0110010', '1'];6;1;7;4.33;10;16;27.33;5.228129047119373;0
['1100', '11101', '111', '101', '110000', '10010', '101', '0000', '01110'];9;3;6;4.22;18;20;9.56;3.0912061651652345;0
['1', '01001', '1011101', '1', '011', '000101', '0', '00011', '00', '1000'];10;1;7;3.5;19;16;44.5;6.670832032063167;0
['00', '110', '1000000', '0000111', '01101', '1110', '1001101', '01101', '011'];9;2;7;4.78;22;21;29.56;5.436502143433364;0
['01011', '111', '101001', '010', '100111', '1', '11'];7;1;6;3.71;9;17;23.43;4.840306956027833;0
['0', '01011', '0010', '000101', '011100', '110001', '10100', '001', '0000', '001011'];10;1;6;4.6;28;18;24.4;4.9396356140913875;0
['110', '1', '00', '0111', '110111', '11000', '1', '1101'];8;1;6;3.25;9;17;23.5;4.847679857416329;0
['11110', '11', '10', '1', '101', '1111111'];6;1;7;3.33;3;17;25.33;5.033222956847166;0
['1100', '100', '0111', '010101', '00110', '11111', '000', '10', '010', '010'];10;2;6;3.8;19;19;13.6;3.687817782917155;0
['1100001', '01110', '011001', '10', '1010101', '0110101', '111100', '00100', '10000', '00'];10;2;7;5.2;28;24;31.6;5.621387729022079;0
['00', '011101', '10', '1', '1', '100', '110', '00', '101'];9;1;6;2.56;11;12;18.22;4.2687494916219;0
['101', '110', '111010', '0111', '1101', '11011', '11110', '0101011', '1'];9;1;7;4.22;11;27;25.56;5.055250296034367;0
['1000', '0', '111', '11000', '0001', '011', '0100'];7;1;5;3.43;14;10;9.71;3.116774889895918;0
['1', '011', '101', '000', '0'];5;1;3;2.2;6;5;4.8;2.1908902300206643;0
['000', '0', '00000', '001011', '1001010', '0011101', '0110101', '00'];8;1;7;4.75;24;14;41.5;6.442049363362563;0
['01101', '0', '11', '10', '0010000', '111', '11', '0000100', '10', '11'];10;1;7;3.3;17;16;44.1;6.640783086353596;0
['101', '1001', '10110', '000', '1001111', '01001', '10', '11', '1'];9;1;7;3.56;14;18;28.22;5.312459150169743;0
['10', '10', '1011001', '0010100', '1011', '01101', '00', '001', '1001'];9;2;7;4.0;19;17;32.0;5.656854249492381;0
['1', '0', '00', '00', '1', '010', '0101'];7;1;4;2.0;9;5;8.0;2.8284271247461903;0
['1', '1001000', '100', '0110', '00', '0'];6;1;7;3.0;12;6;26.0;5.0990195135927845;0
['000110', '001', '10100', '110101', '1', '000', '10', '010', '001111', '100100'];10;1;6;4.1;23;18;32.9;5.735852159879995;0
['100101', '1001001', '100', '10', '1100', '1100', '01', '1001', '1'];9;1;7;3.67;17;16;30.0;5.477225575051661;0
['0010010', '101101', '1010010', '0011011', '0110101', '01000', '110', '000', '10', '010'];10;2;7;5.0;28;22;38.0;6.164414002968976;0
['10000', '111', '00010', '0100101', '1110010', '00011', '1', '11000', '11111'];9;1;7;4.78;21;22;27.56;5.2493385826745405;0
['0100101', '11001', '1', '001', '010', '011010', '00', '1111', '010001', '01111'];10;1;7;4.2;20;22;33.6;5.796550698475776;0
['010', '011', '001', '01011', '11', '001', '11'];7;2;5;3.0;9;12;6.0;2.449489742783178;0
['010', '00', '000110', '0', '10010', '0110000', '011110', '1'];8;1;7;3.88;19;12;40.88;6.393355926272211;0
['00110', '1', '00110', '0100110', '01101', '010', '1111111', '1000', '001001', '101'];10;1;7;4.6;22;24;32.4;5.692099788303083;0
['0', '0101100', '111011', '010111', '1', '010', '1', '100'];8;1;7;3.5;12;16;44.0;6.6332495807108;0
['01', '0', '1011110', '0101', '011', '1110'];6;1;7;3.5;8;13;21.5;4.636809247747852;0
['110000', '101', '000', '1110', '0', '000', '0', '110', '001', '110'];10;1;6;3.0;18;12;18.0;4.242640687119285;0
['001', '1011', '0', '0011', '0', '1011001', '1011', '0100010', '1', '1001110'];10;1;7;3.9;19;20;54.9;7.409453421137082;0
['1000111', '0', '00000', '10', '010', '01'];6;1;7;3.33;13;7;25.33;5.033222956847167;0
['10', '1', '010', '01', '011', '1110110', '0', '00010', '0'];9;1;7;2.78;13;12;33.56;5.792715732327589;0
['01010', '10101', '110100', '10011', '1', '10', '10101', '001'];8;1;6;4.0;15;17;22.0;4.69041575982343;0
['1', '0000111', '001110', '01011', '0001', '000111', '0', '11001'];8;1;7;4.38;18;17;35.88;5.989574275355469;0
['1001', '010001', '11', '0', '1111100', '010', '0111010', '011001', '110000'];9;1;7;4.67;21;21;40.0;6.324555320336759;0
['1000', '0100', '1101', '10', '010011', '0100111', '111', '0', '000', '000'];10;1;7;3.7;21;16;28.1;5.300943312279429;0
['1', '00110', '00010', '0', '0100101', '110', '01', '1', '0100', '0'];10;1;7;3.0;18;12;42.0;6.48074069840786;0
['01101', '101', '11000', '11', '00000', '100', '1100', '1111'];8;2;5;3.88;15;16;8.88;2.979093821953246;0
['011000', '010', '111101', '00', '00000', '1010', '00000', '00', '11', '011'];10;2;6;3.8;24;14;23.6;4.857983120596447;0
['1011', '1', '1110011', '010', '0111', '00101', '01', '0011', '001'];9;1;7;3.67;14;19;24.0;4.898979485566356;0
['1100', '0010101', '0010', '01', '00011', '010110', '00100', '1', '011110', '101'];10;1;7;4.3;23;20;32.1;5.665686189686118;0
['10', '00001', '010', '00', '0000001', '0101010', '1001010'];7;2;7;4.71;23;10;33.43;5.7817446699565895;0
['010', '011', '11111', '1000010', '01', '0001', '1'];7;1;7;3.57;12;13;23.71;4.869731585445518;0
['101100', '1', '1', '111', '111', '01', '01001', '11', '011'];9;1;6;2.89;8;18;22.89;4.784233364802441;0
['001111', '0110', '0010', '10001', '101', '10', '1001011', '0', '0'];9;1;7;3.67;17;16;36.0;6.0;0
['01', '11', '111', '0111', '0001011', '010010', '11010', '011'];8;2;7;4.0;13;19;24.0;4.898979485566356;0
['10', '1010', '00'];3;2;4;2.67;5;3;2.67;1.632993161855452;0
['01', '111', '0110111', '001101', '1100', '00110', '01001', '1001'];8;2;7;4.5;16;20;18.0;4.242640687119285;0
['001010', '110', '10010', '01000', '10', '1100010', '1010110'];7;2;7;5.0;20;15;22.0;4.69041575982343;0
['10100', '0', '110010', '1000', '011', '001', '10'];7;1;6;3.43;14;10;17.71;4.20883424647321;0
['1', '10011', '11111', '00', '1011001', '0', '110', '10000'];8;1;7;3.62;13;16;33.88;5.820223363411408;0
['0', '001', '1001', '1', '11', '0011110', '100', '11', '0'];9;1;7;2.67;11;13;30.0;5.477225575051661;0
['01', '01011', '1110', '010001', '0101011', '000001', '011', '0011011', '0110110'];9;2;7;5.22;23;24;27.56;5.2493385826745405;0
['000111', '01110', '1', '0011111', '1100101', '00', '000'];7;1;7;4.43;15;16;35.71;5.976143046671968;0
['111', '01', '1010111', '0001', '1101110', '110', '0'];7;1;7;3.86;10;17;32.86;5.732115042211109;0
['010', '101101', '1', '11101', '101'];5;1;6;3.6;6;12;15.2;3.8987177379235853;0
['111100', '0111111', '11', '110', '0', '10000', '1', '001100'];8;1;7;3.88;13;18;40.88;6.393355926272211;0
['0011', '0', '11001', '010', '100', '001000', '1010001'];7;1;7;4.14;18;11;24.86;4.9856938190329;0
['10', '0100', '011011', '011111', '00000', '1', '110', '0111110', '11'];9;1;7;4.0;15;21;36.0;6.0;0
['0111100', '00110', '101011', '0', '1101101', '10000', '11', '011'];8;1;7;4.5;16;20;36.0;6.0;0
['10111', '0', '10', '10010', '001', '00100', '0', '11'];8;1;5;3.0;13;11;22.0;4.69041575982343;0
['0001', '10', '0', '0', '11001', '0001', '1010', '0111001', '11100', '01'];10;1;7;3.5;19;16;34.5;5.873670062235365;0
['00', '00', '0011', '00100', '1', '0100', '11', '111001', '011110'];9;1;6;3.56;17;15;28.22;5.312459150169743;0
['0', '0', '01', '0000', '0000000', '11', '10110', '0101'];8;1;7;3.25;18;8;31.5;5.612486080160912;0
['0010', '001', '1010110', '11', '1', '100110'];6;1;7;3.83;11;12;26.83;5.180090089306685;0
['1110', '0', '0000', '0011101', '1100', '00', '101', '11', '1000110', '0110010'];10;1;7;4.1;22;19;44.9;6.700746227100382;0
['11', '101', '0', '10101', '10110', '10110', '000000', '001010'];8;1;6;4.12;18;15;24.88;4.987484335815001;0
['1001', '1000', '1100', '001', '1', '0'];6;1;4;2.83;10;7;10.83;3.2914029430219163;0
['011010', '10', '0000', '110', '110011', '1', '00', '100'];8;1;6;3.38;15;12;23.88;4.886205071423016;0
['111', '1', '0', '0', '1011111'];5;1;7;2.6;3;10;27.2;5.215361924162119;0
['1001', '0110000', '11110', '0000', '001', '1', '000010', '0111100'];8;1;7;4.62;22;15;29.88;5.465802777268862;0
['101', '011', '1001', '1001110', '1', '0010010'];6;1;7;4.17;12;13;28.83;5.369667897862338;0
['1', '011', '000', '0', '0010', '011', '1'];7;1;4;2.29;9;7;9.43;3.070597894314954;0
['101', '01', '00', '10', '100101', '1111', '0000000', '0', '1000', '00'];10;1;7;3.3;21;12;34.1;5.8395205282625735;0
['1', '001111', '0', '01111', '00', '010100', '10', '1'];8;1;6;3.0;11;13;36.0;6.0;0
['01', '001', '00', '1', '11101', '00', '0110', '00110'];8;1;5;3.0;13;11;16.0;4.0;0
['11', '10100', '011', '0101', '10110', '0110111', '111', '1000000'];8;2;7;4.5;16;20;24.0;4.898979485566356;0
['0101', '0', '1110000', '1010', '001', '001'];6;1;7;3.67;13;9;19.33;4.396968652757639;0
['001', '1011', '001', '010', '1000100', '011100', '0', '0010', '1001000', '11101'];10;1;7;4.3;25;18;34.1;5.8395205282625735;0
['1', '00111', '111'];3;1;5;3.0;2;7;8.0;2.8284271247461903;0
['000', '10', '010111', '101101', '1', '11'];6;1;6;3.33;8;12;23.33;4.83045891539648;0
['01', '101', '0111', '10000', '0', '000010', '0100', '1', '111011'];9;1;6;3.56;17;15;30.22;5.497474167490214;0
['100001', '1', '000', '1011', '10', '1101', '0', '110', '01001', '0010111'];10;1;7;3.6;18;18;36.4;6.0332412515993425;0
['0111000', '001', '0', '0000'];4;1;7;3.75;11;4;18.75;4.330127018922194;0
['0', '01', '110', '010', '1000'];5;1;4;2.6;8;5;5.2;2.280350850198276;0
['011101', '00', '111110', '010', '10', '1', '0', '1'];8;1;6;2.75;9;13;31.5;5.612486080160912;0
['10010', '0', '11', '01101', '101', '1111', '011110'];7;1;6;3.71;9;17;19.43;4.4077853201547175;0
['0', '0', '10', '0100001', '0011101', '0', '1001001', '100'];8;1;7;3.62;18;11;57.88;7.607562027351469;0
['1', '1', '1', '0000', '0001001', '11011', '0', '001', '001010'];9;1;7;3.22;17;12;45.56;6.749485577105529;0
['011110', '111011', '111110', '11', '1001110', '10', '10', '0100100', '0001'];9;2;7;4.67;17;25;38.0;6.164414002968976;0
['010011', '1', '111', '011000', '1011011', '0', '110', '11101', '110011'];9;1;7;4.22;14;24;41.56;6.446359868604572;0
['0011000', '1000', '01101', '1', '0', '100', '00010', '01001'];8;1;7;3.88;20;11;30.88;5.5565276927232174;0
['1101', '11000', '11', '10100', '011000', '1', '0110110'];7;1;7;4.29;14;16;27.43;5.237229365663818;0
['1011', '1010', '1001', '0101', '101'];5;3;4;3.8;8;11;0.8;0.8944271909999159;0
['110', '1111011', '01101', '010111', '0', '00', '11110', '1100', '00101', '010100'];10;1;7;4.4;19;25;32.4;5.692099788303083;0
['1010', '0', '01', '11', '1'];5;1;4;2.0;4;6;6.0;2.449489742783178;0
['10', '11', '1'];3;1;2;1.67;1;4;0.67;0.816496580927726;0
['1', '0111', '011110', '111', '0011110', '001', '110', '100101', '111101', '0011101'];10;1;7;4.6;16;30;38.4;6.196773353931867;0
['10', '001011', '1011', '1010100', '1010101', '01111', '11'];7;2;7;4.71;13;20;27.43;5.237229365663817;0
['1100', '001', '0000110', '010100', '101', '111', '11010', '0', '11111', '00101'];10;1;7;4.2;20;22;27.6;5.253570214625479;0
['01', '00110', '11', '1', '0', '0111111', '0101100', '11101'];8;1;7;3.75;11;19;45.5;6.745368781616021;0
['11', '00', '100000', '10011', '00001', '0', '1000'];7;1;6;3.57;17;8;21.71;4.65985898008574;0
['1', '11100', '011001', '0101010', '111101', '0110100', '1110', '0001', '01100'];9;1;7;5.0;21;24;28.0;5.291502622129181;0
['00000', '00100', '0100', '100', '0'];5;1;5;3.6;15;3;11.2;3.3466401061363023;0
['110101', '011', '1', '101011'];4;1;6;4.0;5;11;18.0;4.242640687119285;0
['00', '011001', '0011', '1011111', '10', '0100', '00100', '11', '000101', '1110'];10;2;7;4.2;21;21;29.6;5.440588203494177;0
['1000', '1', '010', '0101', '0'];5;1;4;2.6;8;5;9.2;3.0331501776206204;0
['00', '10', '1', '111101', '10', '10101', '1', '100'];8;1;6;2.75;9;13;23.5;4.847679857416329;0
['1', '11101', '110', '0', '1', '1010111', '1111', '00101', '111'];9;1;7;3.33;8;22;36.0;6.000000000000001;0
['0010110', '1011', '011', '111000', '1111010', '000100', '0', '0010', '11', '001'];10;1;7;4.3;22;21;40.1;6.332456079595025;0
['111101', '11', '1', '1111111'];4;1;7;4.0;1;15;26.0;5.0990195135927845;0
['00101', '11', '0110111', '11', '1', '110101', '0', '10100', '1110', '011011'];10;1;7;3.9;14;25;44.9;6.700746227100382;0
['00', '10101', '1', '100', '10001', '1001', '010', '01110', '000000', '11'];10;1;6;3.6;21;15;24.4;4.9396356140913875;0
['10', '00000', '10000', '1100', '010010', '1010'];6;2;6;4.33;18;8;9.33;3.055050463303893;0
['1010', '11', '100', '100', '101011', '1', '0', '0111101', '11001', '010100'];10;1;7;3.8;17;21;41.6;6.44980619863884;0
['0', '1', '10110', '1111101', '0011000', '101000', '1101', '001010'];8;1;7;4.62;18;19;41.88;6.471089552772392;0
['11', '1', '1000', '001111'];4;1;6;3.25;5;8;14.75;3.840572873934304;0
['10', '1', '0', '0110100', '1010', '11100', '010011'];7;1;7;3.71;13;13;35.43;5.9521904731427595;0
['100101', '1000', '0', '0', '00100', '00', '11000'];7;1;6;3.43;17;7;25.71;5.0709255283711;0
['00000', '00', '10000', '111001', '111', '110', '10', '0'];8;1;6;3.38;16;11;21.88;4.677071733467427;0
['10', '1101111', '1011110', '0', '1', '0010', '011', '1001111'];8;1;7;4.0;11;21;50.0;7.0710678118654755;0
['10111', '01111', '100', '011101', '01110', '111111', '11', '0001000', '0', '101'];10;1;7;4.3;16;27;34.1;5.8395205282625735;0
['000000', '0', '10', '1111', '0011001'];5;1;7;4.0;12;8;26.0;5.0990195135927845;0
['1', '01010', '1010', '10'];4;1;5;3.0;6;6;10.0;3.1622776601683795;0
['101101', '10', '1111', '1', '101', '010101', '00110', '10'];8;1;6;3.62;11;18;25.88;5.086747487343951;0
['111011', '000', '1', '10', '1001', '01000'];6;1;6;3.5;11;10;17.5;4.183300132670378;0
['1000', '001011', '11111', '00', '100', '110', '1100', '0'];8;1;6;3.5;14;14;18.0;4.242640687119285;0
['11', '01', '1', '101000', '1', '110001', '1110100'];7;1;7;3.57;11;14;41.71;6.458659745975608;0
['1', '010011', '001111', '111'];4;1;6;4.0;5;11;18.0;4.242640687119285;0
['00', '1', '1', '0000', '00', '1010010', '1001011'];7;1;7;3.43;15;9;41.71;6.458659745975608;0
['0011', '00001', '110', '10', '001', '01110', '11010'];7;2;5;3.86;14;13;8.86;2.9760952365713798;0
['00', '0000000', '01001', '000', '00101', '00101', '01111', '111', '00'];9;2;7;4.11;24;13;22.89;4.78423336480244;0
['000010', '0', '0011', '100', '0111', '00110'];6;1;6;3.83;14;9;14.83;3.851406669430448;0
['01', '10', '1100', '0', '1110000', '011101', '010001'];7;1;7;4.0;15;13;34.0;5.830951894845301;0
['0001111', '010', '00', '1010100', '10', '100', '01111', '1100101'];8;2;7;4.5;18;18;36.0;6.0;0
['00', '001101', '1', '0', '001'];5;1;6;2.6;8;5;17.2;4.147288270665544;0
['11', '1001110', '111'];3;2;7;4.0;3;9;14.0;3.7416573867739413;0
['1001001', '10', '1111010', '0000', '10', '11010', '010', '1'];8;1;7;3.88;16;15;36.88;6.072478900745559;0
['111', '1', '1', '1100001', '1', '01', '01'];7;1;7;2.43;6;11;27.71;5.264435935053794;0
['001011', '000', '10010', '0001110', '0', '100000', '0', '0011', '0100'];9;1;7;4.11;25;12;36.89;6.0736223860962;0
['10', '10', '0', '0000100', '00110', '1011011', '010011', '0011', '010', '000111'];10;1;7;4.3;24;19;44.1;6.640783086353597;0
['100', '000', '00', '0110', '11', '0', '001', '000001', '011110'];9;1;6;3.33;19;11;24.0;4.898979485566356;0
['1111', '100100', '1101', '1101', '0001111', '01001', '010011', '1110101', '0001001', '1'];10;1;7;5.1;22;29;32.9;5.735852159879995;0
['100', '110', '0101', '0010', '00', '11', '1'];7;1;4;2.71;10;9;7.43;2.7255405754769875;0
['000', '0', '0', '0101', '1', '111000'];6;1;6;2.67;10;6;21.33;4.618802153517007;0
